"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","STV","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)"
"17421003",-75.0958573914138,62.8973402730526,137.993197664466,215.167241137485,-4.11376962320015,3.02170297827051,96.44,183.08,206
"17421017",-75.8608110217931,60.794679093242,136.655490115035,0.305175788071217,-5.37719738581457,1.5084944665313,86.92,132.28,146.8
"17421021",-76.8562639249026,59.783326531574,136.639590456477,256.356817253455,-5.23071300754024,1.63577368714488,50.36,93.04,108.28
"17421025",-77.2646196469207,54.546510008272,131.811129655193,296.847540814743,-3.83911141393588,17.0224172457641,34.96,76.28,95.88
"17421040",-78.837922904743,56.620484664004,135.458407568747,82.4890155156499,-56.3781750882746,27.1434723071476,54.76,91.08,102.72
"17421044",-77.3497636917926,58.300782553124,135.650546244917,278.994757212587,-19.1894535539174,1.81019335983756,58.76,99.76,112.48
"17421048",-75.9324662968322,57.9180921148827,133.850558411715,263.000494159775,-25.277710525938,0.782531504513112,52.76,88.64,99.24
"17427006",-72.597200109002,58.1756604800148,130.772860589017,129.562380825631,-2.8533936184659,3.7900923471599,127.04,195.6,221.48
"17502002",-74.9480302396721,62.9791273842557,137.927157623928,191.091923216547,-5.86547864672883,2.84256926036992,105.68,174.48,190
"17502006",-61.4660658269986,71.1779801065768,132.644045933575,282.858282689559,-3.81469735089002,2.09303607231218,57.72,120,141.72
"17502010",-68.2159744251365,67.6135269019051,135.829501327042,278.976446665293,-6.76472996891189,2.85671139599365,64.32,122.56,137.72
"17502014",-68.8835159439634,70.8984390847036,139.781955028667,267.126470814498,-42.3431405948798,1.12665680469057,12.12,68.72,86.48
