"Sweep (n)","APA (mV)"
1,98.4069777477944
2,98.3703566557838
3,98.2482863490818
4,98.6206007845228
5,98.5412550851665
6,98.0468703430236
7,98.876948428597
8,98.1872511957308
9,97.2228957727853
10,97.6318313002369
11,97.3754836561627
12,98.3154250177679
13,98.9807081892936
14,97.7416945762686
15,97.6928664535878
16,96.9238235213654
17,97.7355910609335
18,98.2543898644169
19,97.0031692207217
20,98.2849074410924
21,97.8942824596461
22,96.7529250919827
23,96.3500930798662
24,96.6369583006158
25,96.7468215766476
26,96.5331985399191
27,96.032710282441
28,97.3693801408276
29,97.20458522678
30,97.7539016069388
31,101.062006918562
32,97.5707961468859
33,96.4721633865681
34,95.8190872457126
35,96.0876419204569
36,96.0693313744516
37,96.2219192578291
38,95.9411575524146
39,97.0031692207217
40,98.0468703430236
41,96.8505813373442
42,97.0703078894078
43,96.7346145459774
44,97.1923781961098
45,97.143550073429
46,98.5778761771771
47,97.2778274108011
48,96.154780589143
49,96.1852981658185
50,97.3449660794872
51,96.6247512699456
52,97.6623488769123
53,96.8566848526793
54,96.1608841044781
55,96.1486770738079
56,97.6135207542316
57,96.7834426686582
58,96.7163039999721
59,97.0092727360568
60,97.5952102082263
61,97.454829355519
62,97.9858351896726
63,98.1079054963745
64,96.1730911351483
65,97.1801711654396
66,95.6054642089841
67,96.1669876198132
68,97.3449660794872
69,97.0275832820621
70,97.2839309261362
71,95.0317337674849
72,97.7905226989494
73,96.7468215766476
74,96.7040969693019
75,97.2289992881203
76,96.5331985399191
77,98.2482863490818
78,96.2036087118238
79,95.5017044482874
80,96.9116164906952
81,95.1354935281815
82,94.4457962953154
83,95.6359817856596
84,94.3664505959591
85,96.1059524664622
86,96.1914016811536
87,96.0205032517708
88,94.9829056448041
89,94.8486283074319
90,95.3857376569206
91,92.9504350382162
92,94.2748978659326
93,94.2932084119379
94,93.9758256145128
95,94.732661516065
96,94.8364212767617
97,93.9514115531724
98,94.2626908352624
99,94.9462845527935
100,95.8007766997073
101,96.8872024293548
102,95.6787063930053
103,95.4772903869471
104,97.2289992881203
105,98.8525343672566
106,97.1801711654396
107,97.9248000363216
