"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
73,23.1,0.999999930150878
73,74.1,0.999999930150878
73,93.5,0.999999930150878
73,100,0.999999930150878
73,103.3,0.999999930150878
74,23.4,0.999999930150807
74,24.2,0.999999930150807
74,33.4,0.999999930150807
74,37.3,0.999999930150807
74,40.6,0.999999930150807
74,149.9,0.999999930150807
74,153.2,0.999999930150807
74,154.3,0.999999930150807
74,156.5,0.999999930150807
74,159,0.999999930150807
74,160.2,0.999999930150807
74,162.2,0.999999930150807
74,163.9,0.999999930150807
74,166.3,0.999999930150807
74,167.8,0.999999930150807
74,170.3,0.999999930150807
74,170.8,0.999999930150807
74,174.8,0.999999930150807
74,175.9,0.999999930150807
74,176.3,0.999999930150807
74,184.3,0.999999930150807
74,186.9,0.999999930150807
74,187.3,0.999999930150807
74,187.7,0.999999930150807
74,188.7,0.999999930150807
74,188.8,0.999999930150807
74,189.8,0.999999930150807
74,190.2,0.999999930150807
74,190.5,0.999999930150807
74,191.3,0.999999930150807
74,194,0.999999930150807
74,194.3,0.999999930150807
74,194.8,0.999999930150807
74,195.8,0.999999930150807
74,197.6,0.999999930150807
74,198.6,0.999999930150807
74,200.8,0.999999930150807
74,202.3,0.999999930150807
74,203.9,0.999999930150807
74,205.4,0.999999930150807
74,206.8,0.999999930150807
74,210.1,0.999999930150807
74,211.4,0.999999930150807
74,233.1,0.999999930150807
74,234.9,0.999999930150807
74,236.4,0.999999930150807
74,237.2,0.999999930150807
74,254.8,0.999999930150807
75,23.2,0.999999930150842
75,23.3,0.999999930150842
75,23.5,0.999999930150842
75,24,0.999999930150842
76,18.8,0.999999930150842
76,23.1,0.999999930150842
76,23.5,0.999999930150842
76,24.7,0.999999930150842
76,85.5,0.999999930150842
77,22.2,1.99999986030165
77,22.6,1.99999986030165
77,23.1,1.99999986030165
77,23.5,1.99999986030165
77,23.8,1.99999986030165
78,22.2,1.99999986030165
78,22.6,1.99999986030165
78,22.9,1.99999986030165
79,23.1,0.999999930150842
79,23.5,0.999999930150842
80,22.3,1.99999986030158
80,22.7,1.99999986030158
80,23.2,1.99999986030158
80,23.6,1.99999986030158
80,24.6,1.99999986030158
81,22.7,0.999999930150807
81,22.9,0.999999930150807
81,23.6,0.999999930150807
81,24.2,0.999999930150807
81,25.4,0.999999930150807
81,25.9,0.999999930150807
81,107.5,0.999999930150807
81,154.1,0.999999930150807
81,162.9,0.999999930150807
81,163.2,0.999999930150807
81,165.8,0.999999930150807
81,166.8,0.999999930150807
81,168.8,0.999999930150807
81,170.6,0.999999930150807
81,171.3,0.999999930150807
81,175.4,0.999999930150807
81,176.8,0.999999930150807
81,180.4,0.999999930150807
81,181.6,0.999999930150807
81,186.4,0.999999930150807
81,187.8,0.999999930150807
81,188.9,0.999999930150807
81,191.5,0.999999930150807
81,192.7,0.999999930150807
81,192.9,0.999999930150807
81,193.3,0.999999930150807
81,194.5,0.999999930150807
81,194.8,0.999999930150807
81,195.3,0.999999930150807
81,195.5,0.999999930150807
81,195.9,0.999999930150807
81,196,0.999999930150807
81,196.2,0.999999930150807
81,196.4,0.999999930150807
81,197.3,0.999999930150807
81,197.8,0.999999930150807
81,198.8,0.999999930150807
81,199.1,0.999999930150807
81,200.6,0.999999930150807
81,201.1,0.999999930150807
81,203.9,0.999999930150807
81,204.4,0.999999930150807
81,205.8,0.999999930150807
81,206.9,0.999999930150807
81,207.3,0.999999930150807
81,207.7,0.999999930150807
81,209.9,0.999999930150807
81,213.9,0.999999930150807
81,215,0.999999930150807
81,215.4,0.999999930150807
81,216.8,0.999999930150807
81,218.7,0.999999930150807
81,220.2,0.999999930150807
81,221.5,0.999999930150807
81,225,0.999999930150807
81,226.4,0.999999930150807
81,227.1,0.999999930150807
81,227.8,0.999999930150807
81,228.6,0.999999930150807
81,229.6,0.999999930150807
81,231.5,0.999999930150807
81,232,0.999999930150807
81,232.6,0.999999930150807
81,233,0.999999930150807
81,233.5,0.999999930150807
81,235.4,0.999999930150807
81,236.7,0.999999930150807
81,236.9,0.999999930150807
81,238.4,0.999999930150807
81,239.2,0.999999930150807
81,241.4,0.999999930150807
81,245.9,0.999999930150807
82,23.3,0.999999930150842
82,23.8,0.999999930150842
