"Sweep (n)","APD","APD value (ms)","APD value (mV)"
413,"APD 20",0.5,31.1999978207053
413,"APD 50",6.7,-12.39999913387
413,"APD 90",46.5,-71.599994998798
414,"APD 20",0.500000000000002,33.94999762862
414,"APD 50",6.8,-12.7499991094228
414,"APD 90",46.4,-71.599994998798
415,"APD 20",0.500000000000002,31.9999977648259
415,"APD 50",6.7,-12.4999991268851
415,"APD 90",46.3,-71.6999949918131
416,"APD 20",0.5,33.3499976705295
416,"APD 50",6.8,-12.6999991129153
416,"APD 90",45.9,-71.6499949953055
417,"APD 20",0.500000000000002,31.2999978137204
417,"APD 50",6.8,-12.949999095453
417,"APD 90",46.1,-71.7999949848282
418,"APD 20",0.6,28.7499979918358
418,"APD 50",6.7,-12.7999991059304
418,"APD 90",46,-71.8499949813357
419,"APD 20",0.499999999999998,33.94999762862
419,"APD 50",6.8,-12.5999991199002
419,"APD 90",46.4,-71.7999949848282
420,"APD 20",0.5,31.8999977718108
420,"APD 50",6.7,-12.8499991024379
420,"APD 90",46.2,-71.7499949883206
421,"APD 20",0.499999999999998,30.2999978835695
421,"APD 50",6.7,-12.8999990989455
421,"APD 90",46.5,-71.7999949848282
422,"APD 20",0.6,29.2999979534187
422,"APD 50",6.7,-12.9999990919605
422,"APD 90",46.2,-71.7999949848282
