"Sweep (n)","APD","APD value (ms)","APD value (mV)"
38,"APD 20",0.899999999999999,25.9499981874135
38,"APD 50",10.6,-13.7999990360812
38,"APD 90",42.7,-67.4999952851797
39,"APD 20",0.899999999999999,25.9999981839211
39,"APD 50",10.5,-13.8499990325887
39,"APD 90",43.2,-67.5499952816872
40,"APD 20",0.899999999999999,26.3999981559814
40,"APD 50",10.7,-14.0999990151264
40,"APD 90",43.4,-67.6499952747023
41,"APD 20",1,25.4499982223381
41,"APD 50",10.6,-14.5499989836943
41,"APD 90",43.6,-67.6499952747023
42,"APD 20",1,24.9499982572627
42,"APD 50",10.6,-14.6499989767094
42,"APD 90",43.7,-67.6999952712099
43,"APD 20",1,25.3999982258306
43,"APD 50",10.8,-14.5999989802018
43,"APD 90",43.8,-67.7499952677174
44,"APD 20",1,24.9499982572627
44,"APD 50",10.6,-14.4499989906792
44,"APD 90",43.5,-67.5999952781948
45,"APD 20",0.899999999999999,26.0999981769361
45,"APD 50",10.3,-13.9499990256038
45,"APD 90",43.3,-67.3999952921646
46,"APD 20",0.899999999999999,25.899998190906
46,"APD 50",10.3,-14.1999990081415
46,"APD 90",43.3,-67.5999952781948
47,"APD 20",0.899999999999999,26.3499981594738
47,"APD 50",10.4,-13.9999990221113
47,"APD 90",43.4,-67.5999952781948
