"Sweep (n)","APD","APD value (ms)","APD value (mV)"
660,"APD 20",3,28.949997977866
660,"APD 50",23.9,-7.19999949708583
660,"APD 90",93.3,-55.5499961198775
661,"APD 20",3,29.4999979394489
661,"APD 50",23.5,-7.04999950756321
661,"APD 90",93.5,-55.5999961163851
662,"APD 20",2.9,29.599997932464
662,"APD 50",23.7,-6.89999951804059
662,"APD 90",93.9,-55.6499961128926
663,"APD 20",3,29.2499979569112
663,"APD 50",23.4,-7.09999950407075
663,"APD 90",94.1,-55.8999960954303
664,"APD 20",2.8,29.8499979150017
664,"APD 50",23.8,-6.99999951105567
664,"APD 90",94.2,-55.7999961024152
665,"APD 20",2.9,29.4999979394489
665,"APD 50",23.8,-7.09999950407075
665,"APD 90",94.4,-55.5999961163851
666,"APD 20",3,29.4499979429414
666,"APD 50",23.9,-7.04999950756321
666,"APD 90",95.1,-55.49999612337
667,"APD 20",2.9,29.1999979604037
667,"APD 50",24,-7.04999950756321
667,"APD 90",95.6,-55.2999961373398
668,"APD 20",3.1,28.5499980058056
668,"APD 50",24.4,-7.29999949010091
668,"APD 90",96,-55.0499961548021
669,"APD 20",3.2,28.4499980127906
669,"APD 50",24,-7.24999949359337
669,"APD 90",96.1,-55.0999961513096
