"Sweep (n)","APD","APD value (ms)","APD value (mV)"
9,"APD 20",70.4,26.8493639590986
9,"APD 50",124.6,-7.79418908292088
9,"APD 90",210.6,-54.208371448678
10,"APD 20",75.2,26.4373766739795
10,"APD 50",125,-7.78198205225069
10,"APD 90",201.8,-53.7384007678754
11,"APD 20",75.8,26.2908923059371
11,"APD 50",125.8,-8.5693355304784
11,"APD 90",201.2,-54.9468968042249
12,"APD 20",70.4,26.9470202044602
12,"APD 50",125.4,-7.66601526088381
12,"APD 90",188,-53.9764378659443
13,"APD 20",71.8,26.3671862476259
13,"APD 50",126.6,-7.89184532828246
13,"APD 90",181,-53.6315892495112
