"Sweep (n)","APD","APD value (ms)","APD value (mV)"
1,"APD 20",81.6,21.5637196789033
1,"APD 50",123.4,-12.8295892343772
1,"APD 90",157.2,-58.5296603059278
2,"APD 20",83,22.2961415191151
2,"APD 50",126.4,-13.1011956667891
2,"APD 90",160.8,-60.2783174494336
3,"APD 20",79.2,21.7559804119589
3,"APD 50",122.6,-13.4765618598977
3,"APD 90",159.8,-60.5468721241779
4,"APD 20",81.6,23.156737181364
4,"APD 50",123.4,-11.050414514196
4,"APD 90",155.6,-56.9122287421267
5,"APD 20",77.8,18.0999747262348
5,"APD 50",114,-11.611937925025
5,"APD 90",142,-51.0772680817724
