"Sweep (n)","APD","APD value (ms)","APD value (mV)"
11,"APD 20",38.4,25.7415759257782
11,"APD 50",58.6,-10.7482905051086
11,"APD 90",214,-59.9609346520084
12,"APD 20",37,25.9551989625067
12,"APD 50",57.6,-10.8856196001483
12,"APD 90",215,-60.0006075016866
13,"APD 20",37.4,26.2329089102537
13,"APD 50",57.2,-10.3973383733404
13,"APD 90",211.8,-58.636471824292
14,"APD 20",36.8,26.2603747292616
14,"APD 50",56.8,-10.0372309685696
14,"APD 90",210,-58.230588054508
15,"APD 20",39.4,26.1138903612193
15,"APD 50",59.6,-10.2478022476305
15,"APD 90",215.8,-58.4838839409146
