"Sweep (n)","APD","APD value (ms)","APD value (mV)"
3,"APD 20",84.6,28.6987291056335
3,"APD 50",187.4,-5.75866671866551
3,"APD 90",274.8,-51.7394994956306
4,"APD 20",85.8,28.0334459341078
4,"APD 50",186.6,-6.25305146080849
4,"APD 90",271.2,-51.8707250753353
5,"APD 20",88.6,28.8543687466785
5,"APD 50",187.2,-5.55419895493971
5,"APD 90",269.6,-51.4068579098678
6,"APD 20",90,27.3742662779171
6,"APD 50",193,-6.46667449753694
6,"APD 90",281.4,-51.7608617993035
7,"APD 20",89.4,26.2176501219159
7,"APD 50",186.4,-7.19299282241367
7,"APD 90",282.6,-51.5869116122532
