"Sweep (n)","APD","APD value (ms)","APD value (mV)"
54,"APD 20",134.6,31.4666733101007
54,"APD 50",207.8,-5.66711398863903
54,"APD 90",262.6,-55.169675113956
55,"APD 20",128.2,31.5795883438
55,"APD 50",199,-5.52368137826421
55,"APD 90",258.8,-55.1238987489428
56,"APD 20",130.8,31.7840561075258
56,"APD 50",204.2,-5.1330563968179
56,"APD 90",258,-54.5776341264515
57,"APD 20",128.8,31.8542465338795
57,"APD 50",201.4,-4.73937965770405
57,"APD 90",255.4,-54.0069554426198
58,"APD 20",127.4,31.9213852025656
58,"APD 50",202.2,-5.1513669428232
58,"APD 90",253.8,-54.3518040590528
