"Sweep (n)","APD","APD value (ms)","APD value (mV)"
23,"APD 20",59.2,26.9653307504655
23,"APD 50",113,-6.16760224611711
23,"APD 90",260.8,-50.335690968558
24,"APD 20",60.2,26.8890368087768
24,"APD 50",115.2,-6.20727509579525
24,"APD 90",260,-50.4394507292546
25,"APD 20",61.2,27.0721422688297
25,"APD 50",112.4,-5.97534151306151
25,"APD 90",259.2,-50.1617407815077
26,"APD 20",56.4,27.1270739068456
26,"APD 50",111.4,-6.18591279212241
26,"APD 90",261.6,-50.5462622476189
27,"APD 20",55.4,26.9317614161225
27,"APD 50",110,-6.10961885043368
27,"APD 90",253.4,-50.2502417538666
