"Sweep (n)","APD","APD value (ms)","APD value (mV)"
26,"APD 20",50.6,24.7039783188115
26,"APD 50",88.2,-7.99560508897914
26,"APD 90",263.4,-51.452634274881
27,"APD 20",52,24.0478504202884
27,"APD 50",87.2,-9.18273882165581
27,"APD 90",259.4,-53.6254857341761
28,"APD 20",51.2,25.1220691192657
28,"APD 50",87.2,-7.44018519348517
28,"APD 90",260,-50.830075710701
29,"APD 20",51.6,25.0396716622419
29,"APD 50",91,-7.28454555244015
29,"APD 90",264.8,-50.5798315819619
30,"APD 20",51.8,24.3835437637188
30,"APD 50",87.6,-8.11462363801356
30,"APD 90",284.8,-51.1321997197883
