"Sweep (n)","APD","APD value (ms)","APD value (mV)"
82,"APD 20",30.2,26.6815172873834
82,"APD 50",58.2,-3.24707015827244
82,"APD 90",120.8,-43.3197000908622
83,"APD 20",31.6,26.7547594714046
83,"APD 50",60.2,-3.17993148958636
83,"APD 90",120,-43.3471659098701
84,"APD 20",31,26.6296374070351
84,"APD 50",61.2,-3.09448227489498
84,"APD 90",121,-42.5323466126344
85,"APD 20",30.6,26.9226061431198
85,"APD 50",58,-3.04260239454664
85,"APD 90",119.2,-43.0419901431152
86,"APD 20",31.4,26.6540514683755
86,"APD 50",60.4,-3.09143051722743
86,"APD 90",120.8,-42.7032450420172
