"Sweep (n)","APD","APD value (ms)","APD value (mV)"
43,"APD 20",13.6,32.6568588004449
43,"APD 50",25.4,-1.81274405452428
43,"APD 90",71.6,-47.3144508776842
44,"APD 20",14,32.7484115304714
44,"APD 50",26.2,-1.17187494433893
44,"APD 90",70.8,-46.685788798169
45,"APD 20",14,32.7911361378171
45,"APD 50",25.2,-1.63879386747397
45,"APD 90",71,-46.9512917152458
46,"APD 20",13.8,32.8735335948409
46,"APD 50",25.8,-1.40380852707267
46,"APD 90",71.4,-46.7651344975253
47,"APD 20",14.4,33.0169662052158
47,"APD 50",26.2,-1.14746088299853
47,"APD 90",70.6,-46.6705300098313
