"Sweep (n)","APD","APD value (ms)","APD value (mV)"
80,"APD 10",13.28,43.9453104127098
80,"APD 20",59.22,30.5175766754929
80,"APD 50",182.98,-8.85009723589294
80,"APD 70",206.92,-35.4003889435717
80,"APD 90",216.62,-61.6455048844956
81,"APD 10",15.82,43.9453104127098
81,"APD 20",52.54,30.8227524422478
81,"APD 50",181.62,-8.85009723589294
81,"APD 70",204.54,-35.4003889435717
81,"APD 90",214.02,-61.6455048844956
82,"APD 10",12.64,44.5556619462196
82,"APD 20",54.98,31.1279282090027
82,"APD 50",184.82,-8.54492146913801
82,"APD 70",208.86,-35.0952131768168
82,"APD 90",218.32,-61.6455048844956
83,"APD 10",12.92,44.2504861794647
83,"APD 20",55.82,31.1279282090027
83,"APD 50",185.66,-8.54492146913801
83,"APD 70",209.26,-35.0952131768168
83,"APD 90",219.06,-61.3403291177407
84,"APD 10",14.06,44.5556619462196
84,"APD 20",58.78,31.1279282090027
84,"APD 50",187.34,-8.54492146913801
84,"APD 70",211.56,-35.0952131768168
84,"APD 90",221.1,-61.6455048844956
