"Sweep (n)","APD","APD value (ms)","APD value (mV)"
91,"APD 20",79,33.8806159916658
91,"APD 50",159.4,-6.82373062127227
91,"APD 90",183,-61.3372816444326
92,"APD 20",79.8,33.9141853283536
92,"APD 50",160.2,-6.9091798419322
92,"APD 90",183.6,-61.3159193392676
93,"APD 20",81.4,33.920288844115
93,"APD 50",162.6,-6.75964370577731
93,"APD 90",186.2,-60.9802259723893
94,"APD 20",81.2,33.963013454445
94,"APD 50",162.6,-6.68945327452093
94,"APD 90",186.2,-60.9344496041786
95,"APD 20",81,33.8928230231886
95,"APD 50",159.6,-6.8328858949144
95,"APD 90",182.6,-60.8428968677572
