"Sweep (n)","APD","APD value (ms)","APD value (mV)"
11,"APD 20",88.4,33.221436289432
11,"APD 50",140,-7.61108415449599
11,"APD 90",156,-62.0391859569964
12,"APD 20",88.6,33.2580573840005
12,"APD 50",138.4,-7.65075700694524
12,"APD 90",154,-61.4044203178082
13,"APD 20",89,33.2366950788355
13,"APD 50",139.8,-7.55310075476246
13,"APD 90",155.6,-61.6638197376688
14,"APD 20",88,33.2061775000284
14,"APD 50",139,-7.55615251264317
14,"APD 90",155,-62.1154799040142
15,"APD 20",89,33.2580573840005
15,"APD 50",139.4,-7.34252946099332
15,"APD 90",155.4,-61.2884535183412
