"Sweep (n)","APD","APD value (ms)","APD value (mV)"
83,"APD 20",34.52,32.9589828095323
83,"APD 50",144.14,-8.23974570238308
83,"APD 90",183.06,-62.8662079515153
84,"APD 20",37.12,32.9589828095323
84,"APD 50",140.46,-7.93456993562815
84,"APD 90",180.86,-62.5610321847604
85,"APD 20",37.58,32.6538070427774
85,"APD 50",144.8,-8.23974570238308
85,"APD 90",184.54,-62.8662079515153
86,"APD 20",38.88,32.6538070427774
86,"APD 50",146.74,-8.23974570238308
86,"APD 90",185.06,-62.5610321847604
87,"APD 20",39.52,32.6538070427774
87,"APD 50",149.86,-8.23974570238308
87,"APD 90",189.06,-62.8662079515153
