"Sweep (n)","APD","APD value (ms)","APD value (mV)"
84,"APD 10",19,44.4854746271403
84,"APD 20",55.8,30.8166510794308
84,"APD 50",115.6,-9.93652365959861
84,"APD 70",128,-37.6586922479874
84,"APD 90",134.8,-64.6972670710966
85,"APD 10",19.4,44.3878183749575
85,"APD 20",56,30.8319098688344
85,"APD 50",115.2,-10.0341799117814
85,"APD 70",127.4,-37.3107918495862
85,"APD 90",134.2,-64.4653334721625
86,"APD 10",19.2,44.573975605681
86,"APD 20",54.4,31.2622077300148
86,"APD 50",117.2,-9.08813496876065
86,"APD 70",129,-35.9405525611464
86,"APD 90",135.4,-62.5854506176438
87,"APD 10",19,44.4976816586632
87,"APD 20",54.4,30.9051520579715
87,"APD 50",116,-10.006714090855
87,"APD 70",128.2,-36.9659432090657
87,"APD 90",135,-64.4836440194468
88,"APD 10",18.8,44.3573007961504
88,"APD 20",54.8,30.8197028373115
88,"APD 50",116.4,-9.94873069112146
88,"APD 70",128.8,-37.2131355974034
88,"APD 90",135.6,-64.4378676512361
