"Sweep (n)","APD","APD value (ms)","APD value (mV)"
22,"APD 10",17,54.0466320674114
22,"APD 20",63,40.4296884036739
22,"APD 50",120.2,-0.143432620393469
22,"APD 70",130.8,-27.1698004119799
22,"APD 90",135.6,-54.2449963296577
23,"APD 10",17.6,54.0496838252921
23,"APD 20",63.6,40.3991708248668
23,"APD 50",120.6,-0.457763682106816
23,"APD 70",130.8,-27.3742681899876
23,"APD 90",135.6,-54.4067394973354
24,"APD 10",17.2,54.0405285516499
24,"APD 20",61.8,40.4327401615547
24,"APD 50",120.6,-0.210571293769135
24,"APD 70",131.2,-27.5115972946196
24,"APD 90",136,-54.6142590332238
25,"APD 10",18.2,54.0100109728428
25,"APD 20",66,40.4602059824811
25,"APD 50",124.2,-0.296020514429074
25,"APD 70",134.2,-27.2674566641627
25,"APD 90",139,-54.9469006422214
26,"APD 10",19,54.0618908568149
26,"APD 20",67.6,40.4296884036739
26,"APD 50",127.2,-0.424194345418982
26,"APD 70",137.8,-27.5878912416374
26,"APD 90",142.4,-54.3945324658125
