"Sweep (n)","APD","APD value (ms)","APD value (mV)"
7,"APD 10",11.28,46.6918923135041
7,"APD 20",50.78,33.5693343430422
7,"APD 50",252.24,-6.40869110185351
7,"APD 70",291.86,-33.2641585762873
7,"APD 90",302.98,-59.8144502839661
8,"APD 10",12.76,46.6918923135041
8,"APD 20",48.38,33.5693343430422
8,"APD 50",248.62,-6.71386686860844
8,"APD 70",287.46,-33.2641585762873
8,"APD 90",299.54,-59.8144502839661
9,"APD 10",13.9,45.7763650132393
9,"APD 20",51.96,32.6538070427774
9,"APD 50",248.84,-7.01904263536336
9,"APD 70",287.04,-33.5693343430422
9,"APD 90",297.74,-59.8144502839661
10,"APD 10",13.96,46.0815407799943
10,"APD 20",55,32.6538070427774
10,"APD 50",245.64,-7.01904263536336
10,"APD 70",284.74,-33.2641585762873
10,"APD 90",295.12,-59.8144502839661
11,"APD 10",13.08,46.3867165467492
11,"APD 20",49.06,32.9589828095323
11,"APD 50",250.98,-6.71386686860844
11,"APD 70",291.54,-32.9589828095323
11,"APD 90",303.56,-59.5092745172111
