"Sweep (n)","APD","APD value (ms)","APD value (mV)"
3,"APD 20",134.8,32.4829108822996
3,"APD 50",204,-6.91833511557434
3,"APD 90",229.8,-59.4238294532261
4,"APD 20",137.2,32.2845466200533
4,"APD 50",202.6,-6.97021499954645
4,"APD 90",227.8,-59.3536390219697
5,"APD 20",134.4,32.2906501358148
5,"APD 50",204.8,-7.04956070444496
5,"APD 90",230.6,-59.3902601165383
6,"APD 20",130.4,32.1624763048249
6,"APD 50",199.4,-7.1350099251049
6,"APD 90",225.4,-59.2315687067412
7,"APD 20",130.4,32.1258552102563
7,"APD 50",200.4,-7.09838883053635
7,"APD 90",226.4,-59.2590345276676
