"Sweep (n)","APD","APD value (ms)","APD value (mV)"
43,"APD 10",28.8,41.2506112735855
43,"APD 20",95.6,27.8564459351401
43,"APD 50",183.2,-12.1490481231149
43,"APD 70",198,-39.0655526309956
43,"APD 90",205.8,-65.8691420972901
44,"APD 10",29.2,41.1407479898799
44,"APD 20",93.4,27.8167730826908
44,"APD 50",184.6,-12.3107912907926
44,"APD 70",199.4,-39.0808114203992
44,"APD 90",207,-65.2557387632669
45,"APD 10",29.4,41.2902841260348
45,"APD 20",94.2,27.8991705454701
45,"APD 50",183.8,-12.0056155027214
45,"APD 70",198.6,-39.0411385679499
45,"APD 90",206.4,-65.7287612347773
46,"APD 10",30,41.1376962319992
46,"APD 20",95.2,27.8320318720944
46,"APD 50",184.4,-12.3046877750312
46,"APD 70",199.2,-38.9648446209321
46,"APD 90",207,-65.6768813508052
47,"APD 10",29.8,41.1987313896134
47,"APD 20",94.8,27.8503424193787
47,"APD 50",184.4,-12.3260500801962
47,"APD 70",199,-38.6260994961731
47,"APD 90",206.8,-65.3808608363761
