"Sweep (n)","APD","APD value (ms)","APD value (mV)"
61,"APD 10",15,37.6617440058681
61,"APD 20",51,24.0356450684885
61,"APD 50",119.2,-16.8365482278887
61,"APD 70",134.4,-44.0795908290056
61,"APD 90",142.6,-71.1608902624448
62,"APD 10",14.8,37.7197274056016
62,"APD 20",50.4,24.0295415527271
62,"APD 50",119,-16.7602542808709
62,"APD 70",134,-43.8507089879522
62,"APD 90",142.4,-71.4843765978003
63,"APD 10",15.2,37.631226427061
63,"APD 20",51.6,24.0142827633235
63,"APD 50",119,-16.7755130702744
63,"APD 70",134.2,-43.9880380925843
63,"APD 90",142.4,-70.9503189686757
64,"APD 10",15.4,37.5549324800431
64,"APD 20",51.4,23.9837651845164
64,"APD 50",120.6,-16.7755130702744
64,"APD 70",135.6,-44.1040048920513
64,"APD 90",143.8,-71.2524429988662
65,"APD 10",15,37.6068123640153
65,"APD 20",50.2,24.0386968263692
65,"APD 50",118.4,-16.7358402178252
65,"APD 70",133.2,-43.8629160194751
65,"APD 90",141.4,-70.9350601792721
