"Sweep (n)","APD","APD value (ms)","APD value (mV)"
52,"APD 10",33,32.6782233866652
52,"APD 20",118.6,18.9758305022679
52,"APD 50",223.6,-22.1618657297313
52,"APD 70",238.4,-49.7344981819652
52,"APD 90",245.8,-76.9104021097064
53,"APD 10",32.6,32.5805671344824
53,"APD 20",119.8,18.8964847973693
53,"APD 50",223,-22.0611577196678
53,"APD 70",237.8,-49.5544444670032
53,"APD 90",245.2,-76.5563981955438
54,"APD 10",33,32.6354987763352
54,"APD 20",119.2,18.963623470745
54,"APD 50",222.8,-22.0733647511906
54,"APD 70",237.6,-49.2767344998583
54,"APD 90",245.2,-76.7822282787165
55,"APD 10",32.2,32.5653083450789
55,"APD 20",120.6,18.8659672185622
55,"APD 50",222.6,-22.2106938558227
55,"APD 70",237.2,-49.4384776675361
55,"APD 90",244.8,-77.1545427401634
56,"APD 10",31.8,32.5927741660053
56,"APD 20",119,18.8659672185622
56,"APD 50",220.4,-22.1069340878785
56,"APD 70",234.8,-49.4842540357468
56,"APD 90",242.2,-76.8005388260008
