"Sweep (n)","APD","APD value (ms)","APD value (mV)"
34,"APD 10",26.8,45.0012217089807
34,"APD 20",79.8,31.3201911297483
34,"APD 50",148,-10.0250246381393
34,"APD 70",160.6,-37.5793465430888
34,"APD 90",167.6,-64.9292006700307
35,"APD 10",26.4,44.9401865513665
35,"APD 20",78.4,31.2500006984919
35,"APD 50",146.4,-9.83581564953511
35,"APD 70",158.6,-37.5518807221624
35,"APD 90",165.4,-64.4317641354747
36,"APD 10",26.6,44.8760996358715
36,"APD 20",80,31.1950690566391
36,"APD 50",147.6,-10.0097658487357
36,"APD 70",159.6,-37.1917732922384
36,"APD 90",166.6,-64.6362319134824
37,"APD 10",26.4,44.8608408464679
37,"APD 20",81.4,31.0974128044563
37,"APD 50",150.6,-9.89990256503006
37,"APD 70",163,-37.7288826792437
37,"APD 90",169.8,-64.4775405036853
38,"APD 10",26.4,44.8486338149451
38,"APD 20",79.8,31.1157233517406
38,"APD 50",150.6,-10.0158693644971
38,"APD 70",162.8,-37.3535164599162
38,"APD 90",169.8,-64.9230971542693
