"Sweep (n)","APD","APD value (ms)","APD value (mV)"
38,"APD 10",10,36.9537361775429
38,"APD 20",29,23.3215337244019
38,"APD 50",77,-17.1142581950335
38,"APD 70",88.8,-44.1345224708584
38,"APD 90",94.4,-71.2432877252241
39,"APD 10",10,36.9567879354236
39,"APD 20",28.6,23.3581548189704
39,"APD 50",76.2,-17.1783451105284
39,"APD 70",88,-44.1864023548305
39,"APD 90",93.6,-71.0296646735742
40,"APD 10",9.8,36.8713387147636
40,"APD 20",28.6,23.2757573561912
40,"APD 50",76.6,-17.2393802681427
40,"APD 70",88.2,-43.8415537143101
40,"APD 90",94,-71.4721695662775
41,"APD 10",10,36.8560799253601
41,"APD 20",29.2,23.2574468089069
41,"APD 50",77,-17.1234134686756
41,"APD 70",89,-44.5281992374703
41,"APD 90",94.6,-71.4782730820389
42,"APD 10",10.2,36.7675789468194
42,"APD 20",30,23.1903081355313
42,"APD 50",77.4,-17.1203617107949
42,"APD 70",89.2,-44.1436777445006
42,"APD 90",94.8,-71.0784927996656
