"Sweep (n)","APD","APD value (ms)","APD value (mV)"
28,"APD 10",19.8,40.6646737604888
28,"APD 20",74.4,26.8005377084137
28,"APD 50",158.2,-14.9261477945629
28,"APD 70",171.8,-42.4499521207054
28,"APD 90",178.2,-70.2056900457819
29,"APD 10",20,40.6799325498923
29,"APD 20",77.4,26.7791754032487
29,"APD 50",160.2,-14.8803714263522
29,"APD 70",173.4,-42.3492441106419
29,"APD 90",179.8,-70.077516214792
30,"APD 10",19.4,40.7440194653873
30,"APD 20",75.6,26.8096929820558
30,"APD 50",161.4,-14.9078372472786
30,"APD 70",175,-42.7551279087766
30,"APD 90",181.4,-70.4498306762389
31,"APD 10",20,40.6982430971766
31,"APD 20",76,26.8096929820558
31,"APD 50",160.6,-14.8040774793344
31,"APD 70",174.2,-42.3004159845505
31,"APD 90",180.6,-69.9646011732057
32,"APD 10",19.6,40.6524667289659
32,"APD 20",76,26.776123645368
32,"APD 50",160.2,-14.7613528690044
32,"APD 70",174,-42.6940927511623
32,"APD 90",180.4,-70.300294540084
