"Sweep (n)","APD","APD value (ms)","APD value (mV)"
28,"APD 20",15.8,40.4571542246004
28,"APD 50",71.8,-1.60827640313528
28,"APD 90",87.8,-57.5775159353953
29,"APD 20",15.8,40.4663094982425
29,"APD 50",71.6,-1.55944827704389
29,"APD 90",87.8,-57.177735653022
30,"APD 20",14.8,40.7287606759837
30,"APD 50",69.8,-1.09863283705636
30,"APD 90",86.2,-57.3394788206997
31,"APD 20",14.6,40.6738290341309
31,"APD 50",70,-1.14135744738633
31,"APD 90",86.6,-57.2570813579205
32,"APD 20",15.2,40.567017508306
32,"APD 50",69.6,-1.3366699517519
32,"APD 90",85.8,-56.8695081070701
