"Sweep (n)","APD","APD value (ms)","APD value (mV)"
21,"APD 20",2.5,5.79833956834365
21,"APD 50",10.5,-29.907225141983
21,"APD 70",53,-52.1850561150928
21,"APD 90",221,-75.0732386217125
22,"APD 20",2.5,5.49316380158872
22,"APD 50",10,-28.9916978417182
22,"APD 70",53.5,-52.4902318818478
22,"APD 90",216.5,-75.3784143884674
23,"APD 20",2.5,5.49316380158872
23,"APD 50",10,-29.2968736084732
23,"APD 70",58.5,-52.4902318818478
23,"APD 90",222.5,-75.6835901552224
24,"APD 20",3,4.88281226807886
24,"APD 50",10.5,-29.6020493752281
24,"APD 70",53,-52.1850561150928
24,"APD 90",219,-75.0732386217125
25,"APD 20",3,4.272460734569
25,"APD 50",10.5,-29.2968736084732
25,"APD 70",55.5,-51.574704581583
25,"APD 90",218,-73.8525355546928
