"Sweep (n)","APD","APD value (ms)","APD value (mV)"
4,"APD 20",4.99999999999999,-3.66210920105915
4,"APD 50",20,-35.4003889435717
4,"APD 70",43.5,-56.4575168496618
4,"APD 90",159.5,-77.5146447557519
5,"APD 20",4.49999999999999,-2.74658190079436
5,"APD 50",20,-35.7055647103267
5,"APD 70",44.5,-56.7626926164168
5,"APD 90",181.5,-78.1249962892618
6,"APD 20",4.49999999999999,3.05175766754929
6,"APD 50",18.5,-29.6020493752281
6,"APD 70",38.5,-50.3540015145633
6,"APD 90",145,-71.7163051874083
7,"APD 20",4.49999999999999,-0.305175766754929
7,"APD 50",18.5,-32.0434555092675
7,"APD 70",41,-53.4057591821126
7,"APD 90",127.5,-74.1577113214477
8,"APD 20",4.49999999999999,-3.05175766754929
8,"APD 50",19.5,-34.7900374100619
8,"APD 70",44,-56.1523410829069
8,"APD 90",153.5,-77.209468988997
