"Sweep (n)","APD","APD value (ms)","APD value (mV)"
2,"APD 20",3,8.85009723589294
2,"APD 50",12.5,-24.7192371071492
2,"APD 70",78.5,-47.302243847014
2,"APD 90",264,-70.4956021203886
3,"APD 20",2.5,11.9018549034422
3,"APD 50",12,-23.8037098068845
3,"APD 70",73.5,-46.3867165467492
3,"APD 90",258.5,-69.2748990533689
4,"APD 20",2.5,13.1225579704619
4,"APD 50",11.5,-22.8881825066197
4,"APD 70",67.5,-46.6918923135041
4,"APD 90",256,-70.1904263536336
5,"APD 20",2.5,10.6811518364225
5,"APD 50",11.5,-23.1933582733746
5,"APD 70",70.5,-46.3867165467492
5,"APD 90",246.5,-69.8852505868787
6,"APD 20",2.5,11.5966791366873
6,"APD 50",11.5,-23.1933582733746
6,"APD 70",68.5,-46.0815407799943
6,"APD 90",247,-69.5800748201238
