"Sweep (n)","APD","APD value (ms)","APD value (mV)"
4,"APD 20",6.5,-5.49316380158872
4,"APD 50",23,-34.484861643307
4,"APD 70",67.5,-54.0161107156224
4,"APD 90",152.5,-73.8525355546928
5,"APD 20",6.5,-4.57763650132393
5,"APD 50",23.5,-34.179685876552
5,"APD 70",67.5,-54.0161107156224
5,"APD 90",153.5,-73.8525355546928
6,"APD 20",6.5,-4.272460734569
6,"APD 50",23,-33.2641585762873
6,"APD 70",68,-53.4057591821126
6,"APD 90",152.5,-73.2421840211829
7,"APD 20",6,-3.35693343430422
7,"APD 50",22.5,-33.5693343430422
7,"APD 70",69,-53.4057591821126
7,"APD 90",153.5,-73.2421840211829
8,"APD 20",6,-3.35693343430422
8,"APD 50",22,-33.2641585762873
8,"APD 70",70,-53.4057591821126
8,"APD 90",154.5,-73.2421840211829
