"Sweep (n)","APD","APD value (ms)","APD value (mV)"
4,"APD 20",3,14.9536125709915
4,"APD 50",14,-19.8364248390704
4,"APD 70",49,-42.72460734569
4,"APD 90",127.5,-65.6127898523097
5,"APD 20",3,16.1743156380112
5,"APD 50",13,-18.9208975388056
5,"APD 70",46.5,-41.8090800454253
5,"APD 90",123,-64.39208678529
6,"APD 20",3,14.6484368042366
6,"APD 50",13.5,-19.5312490723154
6,"APD 70",49,-42.4194315789351
6,"APD 90",132,-65.3076140855548
7,"APD 20",3.5,13.7329095039718
7,"APD 50",13.5,-19.5312490723154
7,"APD 70",48,-42.4194315789351
7,"APD 90",123,-65.3076140855548
8,"APD 20",3,15.8691398712563
8,"APD 50",13,-18.0053702385408
8,"APD 70",47,-40.8935527451605
8,"APD 90",120.5,-63.4765594850252
