"Sweep (n)","APD","APD value (ms)","APD value (mV)"
7,"APD 20",3,5.18798803483379
7,"APD 50",12.5,-26.2451159409239
7,"APD 70",76,-46.6918923135041
7,"APD 90",275.5,-67.7490202195942
8,"APD 20",2.5,7.62939416887322
8,"APD 50",11.5,-24.7192371071492
8,"APD 70",73,-46.0815407799943
8,"APD 90",272.5,-67.4438444528393
9,"APD 20",2.5,7.93456993562815
9,"APD 50",11.5,-25.0244128739042
9,"APD 70",71,-46.3867165467492
9,"APD 90",286,-67.7490202195942
10,"APD 20",3,7.93456993562815
10,"APD 50",11.5,-23.4985340401295
10,"APD 70",73.5,-46.0815407799943
10,"APD 90",269.5,-68.0541959863491
11,"APD 20",2.5,12.817382203707
11,"APD 50",11.5,-22.8881825066197
11,"APD 70",75,-45.4711892464844
11,"APD 90",303.5,-68.3593717531041
