"Sweep (n)","dV/dt max x (ms)","dV/dt max y (V/s)"
698,7.7,154.499989208299
699,8,153.999989243224
700,7.7,153.999989243224
701,7.8,153.499989278149
702,7.6,154.499989208302
703,7.6,153.499989278151
704,7.7,154.999989173375
705,7.7,154.499989208299
706,7.8,152.999989313073
707,7.6,153.999989243227
