"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","SD1","SD2","SD1_SD2 Ratio","APD 20 (ms)","APD 50 (ms)","APD 70 (ms)","APD 90 (ms)"
"14731027",-64.4836395153165,-63.7817352517801,0.701904263536335,0.610351533509856,-15.3808586444484,1.76776695296637,0.0677394636015326,26.0965596563474,0,0.5,1.6,2.3
