"Sweep (n)","APD","APD value (ms)","APD value (mV)"
171,"APD 20",0.500000000000002,34.8499975657557
171,"APD 50",3.9,-9.24999935389499
171,"APD 90",27.8,-68.549995211838
172,"APD 20",0.500000000000002,35.3499975308311
172,"APD 50",3.9,-9.24999935389499
172,"APD 90",27.9,-68.4999952153305
173,"APD 20",0.500000000000002,36.0499974819367
173,"APD 50",3.9,-9.24999935389499
173,"APD 90",28.1,-68.449995218823
174,"APD 20",0.500000000000002,37.1999974016101
174,"APD 50",4,-10.0999992945232
174,"APD 90",28,-68.4999952153305
175,"APD 20",0.5,32.3499977403787
175,"APD 50",3.9,-10.0499992980156
175,"APD 90",27.5,-68.549995211838
176,"APD 20",0.5,33.3999976670371
176,"APD 50",3.9,-9.64999932595532
176,"APD 90",28.2,-68.4999952153305
177,"APD 20",0.5,35.0999975482934
177,"APD 50",3.9,-9.24999935389499
177,"APD 90",28.4,-68.449995218823
178,"APD 20",0.5,35.6999975063839
178,"APD 50",3.8,-9.39999934341762
178,"APD 90",28.1,-68.549995211838
179,"APD 20",0.5,36.9499974190724
179,"APD 50",3.9,-9.7499993189704
179,"APD 90",28,-68.449995218823
180,"APD 20",0.5,37.0499974120875
180,"APD 50",3.8,-9.59999932944778
180,"APD 90",27.7,-68.4999952153305
