"Sweep (n)","APD","APD value (ms)","APD value (mV)"
57,"APD 20",0.499999999999998,36.0499974819367
57,"APD 50",4,-6.89999951804059
57,"APD 90",34.7,-64.4999954947273
58,"APD 20",0.499999999999998,34.499997590203
58,"APD 50",4,-7.19999949708583
58,"APD 90",34.5,-64.5499954912348
59,"APD 20",0.499999999999998,36.0999974784443
59,"APD 50",4,-7.19999949708583
59,"APD 90",35,-64.5999954877423
60,"APD 20",0.499999999999998,35.149997544801
60,"APD 50",4,-6.89999951804059
60,"APD 90",34.8,-64.4499954982197
61,"APD 20",0.499999999999998,35.3999975273387
61,"APD 50",4,-7.24999949359337
61,"APD 90",34.3,-64.4999954947273
62,"APD 20",0.499999999999998,35.799997499399
62,"APD 50",4,-6.79999952502551
62,"APD 90",34,-64.4499954982197
63,"APD 20",0.499999999999998,37.0499974120875
63,"APD 50",4,-6.94999951454813
63,"APD 90",34.3,-64.4499954982197
64,"APD 20",0.399999999999999,36.99999741558
64,"APD 50",3.9,-6.89999951804059
64,"APD 90",35.4,-64.3999955017122
65,"APD 20",0.399999999999999,37.2499973981177
65,"APD 50",3.8,-6.44999954947273
65,"APD 90",35.4,-64.3999955017122
66,"APD 20",0.499999999999998,36.1999974714593
66,"APD 50",4,-6.44999954947273
66,"APD 90",35.9,-64.4499954982197
